elo_home,elo_away,form_home_5,form_away_5,gf_home_5,ga_home_5,gf_away_5,ga_away_5,attack_home,defense_home,attack_away,defense_away,avg_shots_home_5,avg_shots_away_5,avg_sot_home_5,avg_sot_away_5,avg_corners_home_5,avg_corners_away_5,avg_yellow_home_5,avg_yellow_away_5,avg_red_home_5,avg_red_away_5,target
1499.43278790048,1480.2644787704303,4.5,1.5,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,,,,,,,,,,,0
1462.508324668917,1500.693491400759,0.0,7.5,0.5,2.25,1.2,1.0,0.5,2.25,1.2,1.0,,,,,,,,,,,0
1527.7460547822047,1518.2648512443416,12.0,9.0,1.8,0.8,1.5,1.0,1.8,0.8,1.5,1.0,,,,,,,,,,,2
1518.8756987321258,1480.28774368332,7.5,0.0,1.6666666666666667,0.3333333333333333,1.0,2.0,1.6666666666666667,0.3333333333333333,1.0,2.0,,,,,,,,,,,1
1500.2615765889852,1519.7044782546952,7.5,6.0,1.8,1.4,2.0,0.5,1.8,1.4,2.0,0.5,,,,,,,,,,,0
1483.2564683630208,1480.854731792641,7.5,3.0,1.2,1.4,0.75,1.5,1.2,1.4,0.75,1.5,,,,,,,,,,,0
1501.142031723368,1490.3125536096277,6.0,3.0,1.5,1.25,1.3333333333333333,1.6666666666666667,1.5,1.25,1.3333333333333333,1.6666666666666667,,,,,,,,,,,2
1509.400199094232,1508.6307345725293,6.0,6.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,,,,,,,,,,,1
1508.3430525745816,1499.7038088390118,7.5,6.0,1.75,2.0,1.75,2.0,1.75,2.0,1.75,2.0,,,,,,,,,,,2
1490.5906414800324,1489.7299134346315,6.0,3.0,1.2,1.6,1.0,1.6666666666666667,1.2,1.6,1.0,1.6666666666666667,,,,,,,,,,,2
1500.278986691715,1519.4500354510867,4.5,9.0,1.3333333333333333,1.0,2.0,1.0,1.3333333333333333,1.0,2.0,1.0,,,,,,,,,,,0
1501.6592760398978,1528.3261392625311,6.0,10.5,0.25,0.25,1.0,0.25,0.25,0.25,1.0,0.25,,,,,,,,,,,0
1489.720082805106,1498.6277677969993,3.0,4.5,1.6666666666666667,2.333333333333333,1.0,0.6666666666666666,1.6666666666666667,2.333333333333333,1.0,0.6666666666666666,,,,,,,,,,,2
1511.3948879771162,1510.2472991499365,6.0,7.5,1.3333333333333333,1.0,2.0,0.75,1.3333333333333333,1.0,2.0,0.75,,,,,,,,,,,0
1481.3875083086823,1470.5589692119074,3.0,1.5,0.0,0.75,0.75,2.25,0.0,0.75,0.75,2.25,,,,,,,,,,,0
1487.902216561604,1518.6991899984116,4.5,9.0,0.8,1.0,0.4,0.4,0.8,1.0,0.4,0.4,,,,,,,,,,,0
1521.361857835656,1509.3780521612257,9.0,7.5,1.75,0.75,1.0,1.0,1.75,0.75,1.0,1.0,,,,,,,,,,,1
1491.0759387779583,1490.830435191802,6.0,6.0,0.4,0.6,1.2,1.4,0.4,0.6,1.2,1.4,,,,,,,,,,,0
1517.5601089003449,1499.4497674157594,10.5,6.0,1.0,0.8,1.0,1.0,1.0,0.8,1.0,1.0,,,,,,,,,,,1
